Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Niger,NER,10.7593769160532
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Nigeria,NGA,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Northern Mariana Islands,MNP,42.4936386768448
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Norway,NOR,36.640925320627
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Oman,OMN,49.4929030047786
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Pakistan,PAK,9.3908635386027
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Palau,PLW,37.9030976627784
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Panama,PAN,40.2141745207689
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Papua New Guinea,PNG,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Paraguay,PRY,36.0872909434467
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Peru,PER,24.0390874349068
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Philippines,PHL,28.3829200126393
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Poland,POL,52.6128934811742
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Portugal,PRT,43.6531259432991
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Puerto Rico (US),PRI,60.5788840862048
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Qatar,QAT,52.1888599262863
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Romania,ROU,40.079314554834
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Russian Federation,RUS,28.4334306799759
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Rwanda,RWA,21.8254435390056
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Samoa,WSM,35.033330142378
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,San Marino,SMR,163.997239164221
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sao Tome and Principe,STP,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Saudi Arabia,SAU,32.159204977113
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Senegal,SEN,24.9831341973865
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Serbia,SRB,48.9609956559925
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Seychelles,SYC,82.3562686214226
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sierra Leone,SLE,9.69026986030876
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Singapore,SGP,176.891299992751
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sint Maarten (Dutch part),SXM,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Slovak Republic,SVK,91.8440865121276
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Slovenia,SVN,84.3570583498527
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Solomon Islands,SLB,36.4969019192988
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Somalia, Fed. Rep.",SOM,13.0675548124059
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Africa,ZAF,27.2021294051151
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Sudan,SSD,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Spain,ESP,34.6755629292261
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sri Lanka,LKA,21.8235309247363
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Kitts and Nevis,KNA,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Lucia,LCA,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Martin (French part),MAF,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Vincent and the Grenadines,VCT,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sudan,SDN,8.45298341762853
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Suriname,SUR,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Eswatini,SWZ,44.761705694096
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sweden,SWE,48.2412138172619
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Switzerland,CHE,66.9653936798419
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Syrian Arab Republic,SYR,13.0100664640827
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tajikistan,TJK,14.9799392742745
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tanzania,TZA,16.0367461484986
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Thailand,THA,59.5188906218859
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Timor-Leste,TLS,21.2143178464812
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Togo,TGO,23.8124527104537
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tonga,TON,22.7656694071931
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Trinidad and Tobago,TTO,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tunisia,TUN,45.9504933345152
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turkiye,TUR,33.0742160572998
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turkmenistan,TKM,24.7336007327164
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turks and Caicos Islands,TCA,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tuvalu,TUV,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uganda,UGA,17.1090580167383
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ukraine,UKR,41.2316912560049
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Arab Emirates,ARE,96.8595999294072
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Kingdom,GBR,31.63478028095
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United States,USA,11.7891974097286
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uruguay,URY,27.9053695836796
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uzbekistan,UZB,25.3501332976894
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Vanuatu,VUT,50.3452768729642
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Venezuela, RB",VEN,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Viet Nam,VNM,85.1575874073411
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Virgin Islands (U.S.),VIR,54.9623877699587
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,West Bank and Gaza,PSE,15.5210552426533
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Yemen, Rep.",YEM,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zambia,ZMB,34.6361926031881
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zimbabwe,ZWE,27.5541700868299
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Afghanistan,AFG,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Albania,ALB,44.4460064468406
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Algeria,DZA,26.0989006586763
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,American Samoa,ASM,94.8995363214838
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Andorra,AND,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Angola,AGO,17.0387830650203
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Antigua and Barbuda,ATG,68.3730888293456
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Argentina,ARG,14.7057366680037
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Armenia,ARM,54.7633527667858
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Aruba,ABW,72.1089811926666
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Australia,AUS,22.0278238953145
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Austria,AUT,52.3114775114917
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Azerbaijan,AZE,36.7675179068137
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Bahamas, The",BHS,33.8058296301875
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bahrain,BHR,62.3231194108364
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bangladesh,BGD,18.4832971559365
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Barbados,BRB,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Belarus,BLR,65.7558221092078
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Belgium,BEL,82.4980513923498
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Belize,BLZ,50.2658794958757
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Benin,BEN,34.0508051206822
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bermuda,BMU,25.816677252469
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bhutan,BTN,44.6660134423907
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bolivia,BOL,31.4300444441081
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bosnia and Herzegovina,BIH,54.4760567724708
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Botswana,BWA,46.0051637049108
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Brazil,BRA,14.7673386785785
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,British Virgin Islands,VGB,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Brunei Darussalam,BRN,50.5636178817246
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bulgaria,BGR,60.8476760586327
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Burkina Faso,BFA,31.1509972180432
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Burundi,BDI,23.8541700005272
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cabo Verde,CPV,56.8976233266308
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cambodia,KHM,60.289811099536
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cameroon,CMR,23.528422500723
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Canada,CAN,33.8187894602395
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cayman Islands,CYM,45.3675141253948
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Central African Republic,CAF,34.3104199996784
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Chad,TCD,21.7092677493188
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Channel Islands,CHI,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Chile,CHL,29.7370868110317
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,China,CHN,17.1437133141061
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Colombia,COL,21.6904953267149
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Comoros,COM,29.4946179024958
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Congo, Dem. Rep.",COD,29.3674929390241
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Congo, Rep.",COG,35.3769404227539
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Costa Rica,CRI,31.4352084583213
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cote d'Ivoire,CIV,21.9999218180343
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Croatia,HRV,50.8927782779613
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cuba,CUB,10.6075167556822
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Curacao,CUW,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cyprus,CYP,74.7473019574414
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Czechia,CZE,66.0297588552233
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Denmark,DNK,52.9408671489359
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Djibouti,DJI,154.221365882795
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Dominica,DMA,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Dominican Republic,DOM,27.587649613902
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Ecuador,ECU,24.0342148947594
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Egypt, Arab Rep.",EGY,24.4799857040743
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,El Salvador,SLV,46.0861034911466
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Equatorial Guinea,GNQ,43.7480428771542
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Eritrea,ERI,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Estonia,EST,68.3329936436289
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Ethiopia,ETH,20.8753289042388
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Faroe Islands,FRO,52.853529673679
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Fiji,FJI,58.9505619900298
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Finland,FIN,39.9458321803805
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,France,FRA,33.5394177830602
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,French Polynesia,PYF,42.7137533727575
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Gabon,GAB,21.9970162214648
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Gambia, The",GMB,35.8320203806507
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Georgia,GEO,63.5057718296264
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Germany,DEU,36.747442628887
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Ghana,GHA,39.3752028696209
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Gibraltar,GIB,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Greece,GRC,41.0298090980773
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Greenland,GRL,51.148051064511
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Grenada,GRD,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guam,GUM,55.8143194335169
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guatemala,GTM,27.9047665962287
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guinea,GIN,43.3732638929645
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guinea-Bissau,GNB,31.8112676290193
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guyana,GUY,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Haiti,HTI,34.0110453423444
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Honduras,HND,59.2410142548624
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Hong Kong SAR, China",HKG,176.092205965367
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Hungary,HUN,78.8598557678669
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Iceland,ISL,39.1494973417951
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,India,IND,21.2411386333872
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Indonesia,IDN,19.0362497386225
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Iran, Islamic Rep.",IRN,27.2704670825754
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Iraq,IRQ,30.9380702213968
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Ireland,IRL,122.47422278388
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Isle of Man,IMN,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Israel,ISR,27.3443063939232
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Italy,ITA,27.7443163412796
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Jamaica,JAM,52.0745268861888
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Japan,JPN,17.7528916808924
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Jordan,JOR,49.3528930606033
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Kazakhstan,KAZ,28.419629452657
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Kenya,KEN,20.3314661545478
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Kiribati,KIR,81.6106439130296
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Korea, Dem. People's Rep.",PRK,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Korea, Rep.",KOR,36.4812778978581
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Kosovo,XKX,56.440801046233
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Kuwait,KWT,39.6274563105372
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Kyrgyz Republic,KGZ,60.9538126942615
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Lao PDR,LAO,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Latvia,LVA,62.7547886916228
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Lebanon,LBN,42.2831570534023
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Lesotho,LSO,94.3073053135637
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Liberia,LBR,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Libya,LBY,36.6386467842538
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Liechtenstein,LIE,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Lithuania,LTU,71.5562730231805
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Luxembourg,LUX,176.080634744548
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Macao SAR, China",MAC,31.9966707157961
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,North Macedonia,MKD,76.1681750526576
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Madagascar,MDG,34.1769218025153
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Malawi,MWI,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Malaysia,MYS,57.7507951850853
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Maldives,MDV,71.6118129351757
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Mali,MLI,32.2714877803678
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Malta,MLT,108.550402010034
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Marshall Islands,MHL,115.945856590812
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Mauritania,MRT,51.089170094471
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Mauritius,MUS,51.824810391558
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Mexico,MEX,38.9323214651119
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Micronesia, Fed. Sts.",FSM,69.0552538071066
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Moldova,MDA,56.4411521569138
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Monaco,MCO,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Mongolia,MNG,65.1792814405109
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Montenegro,MNE,64.9979386824171
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Morocco,MAR,41.9050584109511
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Mozambique,MOZ,68.4491150410889
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Myanmar,MMR,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Namibia,NAM,46.5002688810536
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Nauru,NRU,95.7327304354687
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Nepal,NPL,41.4695901129297
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Netherlands,NLD,75.3557323923463
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,New Caledonia,NCL,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,New Zealand,NZL,27.1244629883365
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Nicaragua,NIC,49.2377861394288
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Niger,NER,26.3431895090269
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Nigeria,NGA,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Northern Mariana Islands,MNP,62.25614927905
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Norway,NOR,34.2548952066717
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Oman,OMN,36.9852980265451
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Pakistan,PAK,19.5147134481005
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Palau,PLW,77.1455507097924
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Panama,PAN,40.2144760441879
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Papua New Guinea,PNG,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Paraguay,PRY,35.1348707907966
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Peru,PER,22.9044179405342
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Philippines,PHL,40.4589222469285
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Poland,POL,48.9681403361987
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Portugal,PRT,43.1178629650595
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Puerto Rico (US),PRI,46.9925727505175
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Qatar,QAT,37.8575156222525
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Romania,ROU,44.2883976070999
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Russian Federation,RUS,20.7953229819275
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Rwanda,RWA,36.1502193247898
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Samoa,WSM,48.2977494392677
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,San Marino,SMR,143.267538916062
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Sao Tome and Principe,STP,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Saudi Arabia,SAU,24.6346155115383
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Senegal,SEN,39.253116408714
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Serbia,SRB,58.6163138900993
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Seychelles,SYC,91.0515782587732
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Sierra Leone,SLE,27.8566842530708
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Singapore,SGP,147.50368512255
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Sint Maarten (Dutch part),SXM,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Slovak Republic,SVK,91.8785221191079
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Slovenia,SVN,75.687217335396
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Solomon Islands,SLB,46.5014356959347
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Somalia, Fed. Rep.",SOM,57.2430535478196
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,South Africa,ZAF,26.6958670030255
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,South Sudan,SSD,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Spain,ESP,31.6906621148431
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Sri Lanka,LKA,27.6019929607237
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,St. Kitts and Nevis,KNA,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,St. Lucia,LCA,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,St. Martin (French part),MAF,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,St. Vincent and the Grenadines,VCT,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Sudan,SDN,17.666637037634
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Suriname,SUR,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Eswatini,SWZ,41.8795172684727
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Sweden,SWE,44.2798696637669
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Switzerland,CHE,57.1622185006251
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Syrian Arab Republic,SYR,28.9894046595335
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Tajikistan,TJK,41.0650766403151
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Tanzania,TZA,16.9818431017325
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Thailand,THA,50.1706240932801
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Timor-Leste,TLS,49.3999265764771
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Togo,TGO,32.3299406897562
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Tonga,TON,67.5491036955691
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Trinidad and Tobago,TTO,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Tunisia,TUN,56.3815521435025
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Turkiye,TUR,30.1190768431148
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Turkmenistan,TKM,19.552158671004
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Turks and Caicos Islands,TCA,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Tuvalu,TUV,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Uganda,UGA,22.2519959480052
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Ukraine,UKR,49.2795430350714
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,United Arab Emirates,ARE,73.2085188926111
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,United Kingdom,GBR,33.0303533562736
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,United States,USA,14.4692832148142
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Uruguay,URY,21.839464532284
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Uzbekistan,UZB,39.6137894655513
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Vanuatu,VUT,49.0376919497441
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Venezuela, RB",VEN,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Viet Nam,VNM,79.5466276240668
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Virgin Islands (U.S.),VIR,100.461053142441
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,West Bank and Gaza,PSE,53.4724370385502
